year,job_category,salary_in_usd,country,experience_level,work_setting,general_average_salary
2023,Data Science and Research,130000,United States,Senior,Remote,95100.0
2023,Data Science and Research,90000,United States,Senior,Remote,95100.0
2023,Data Analysis,120000,United States,Mid-level,Remote,95100.0
2023,Data Analysis,100000,United States,Mid-level,Remote,95100.0
2023,Data Architecture and Modeling,174500,United States,Senior,In-person,95100.0
2023,Data Architecture and Modeling,113000,United States,Senior,In-person,95100.0
2023,Data Science and Research,183310,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,183310,United States,Mid-level,In-person,95100.0
2023,Data Analysis,145000,United States,Senior,Remote,95100.0
2023,Data Analysis,102500,United States,Senior,Remote,95100.0
2023,Data Science and Research,210000,United States,Senior,In-person,95100.0
2023,Data Science and Research,185000,United States,Senior,In-person,95100.0
2023,Data Architecture and Modeling,174500,United States,Senior,In-person,95100.0
2023,Data Architecture and Modeling,113000,United States,Senior,In-person,95100.0
2023,Data Science and Research,122000,United States,Senior,In-person,95100.0
2023,Data Science and Research,94000,United States,Senior,In-person,95100.0
2023,Data Science and Research,220000,United States,Senior,In-person,95100.0
2023,Data Science and Research,146000,United States,Senior,In-person,95100.0
2023,Data Engineering,300000,United States,Senior,In-person,95100.0
2023,Data Engineering,130000,United States,Senior,In-person,95100.0
2023,Data Science and Research,145000,United States,Senior,In-person,95100.0
2023,Data Science and Research,128000,United States,Senior,In-person,95100.0
2023,Data Science and Research,182000,United States,Senior,In-person,95100.0
2023,Data Science and Research,140000,United States,Senior,In-person,95100.0
2023,Data Engineering,122000,United States,Senior,In-person,95100.0
2023,Data Engineering,94000,United States,Senior,In-person,95100.0
2023,Data Science and Research,300000,United States,Executive,In-person,95100.0
2023,Data Science and Research,200000,United States,Executive,In-person,95100.0
2023,Data Analysis,135000,United States,Mid-level,In-person,95100.0
2023,Data Analysis,105500,United States,Mid-level,In-person,95100.0
2023,Data Engineering,252000,United States,Senior,In-person,95100.0
2023,Data Engineering,129000,United States,Senior,In-person,95100.0
2022,Data Science and Research,110000,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,136000,United States,Senior,Remote,95100.0
2023,Data Science and Research,104000,United States,Senior,Remote,95100.0
2023,Data Science and Research,168000,United States,Senior,Remote,95100.0
2023,Data Science and Research,130000,United States,Senior,Remote,95100.0
2023,Data Engineering,120000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,95000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,153400,United States,Senior,In-person,95100.0
2023,Data Science and Research,122700,United States,Senior,In-person,95100.0
2023,Data Science and Research,185000,United States,Senior,In-person,95100.0
2023,Data Science and Research,160000,United States,Senior,In-person,95100.0
2023,Data Science and Research,205000,United States,Senior,Remote,95100.0
2023,Data Science and Research,185000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,204500,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,142200,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,145000,United States,Mid-level,In-person,95100.0
2023,Machine Learning and AI,87000,United States,Mid-level,In-person,95100.0
2023,Machine Learning and AI,234100,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,203500,United States,Senior,Remote,95100.0
2023,Data Science and Research,223800,United States,Senior,In-person,95100.0
2023,Data Science and Research,172100,United States,Senior,In-person,95100.0
2023,Data Science and Research,180000,United States,Senior,In-person,95100.0
2023,Data Science and Research,150000,United States,Senior,In-person,95100.0
2023,Data Engineering,232200,United States,Senior,Remote,95100.0
2023,Data Engineering,167200,United States,Senior,Remote,95100.0
2023,BI and Visualization,197000,United States,Senior,In-person,95100.0
2023,BI and Visualization,106000,United States,Senior,In-person,95100.0
2023,Data Science and Research,180000,United States,Senior,In-person,95100.0
2023,Data Science and Research,145000,United States,Senior,In-person,95100.0
2023,Leadership and Management,225000,United States,Senior,In-person,95100.0
2023,Leadership and Management,200000,United States,Senior,In-person,95100.0
2023,Data Engineering,170000,United States,Senior,Remote,95100.0
2023,Data Engineering,114000,United States,Senior,Remote,95100.0
2023,Data Engineering,291500,United States,Senior,In-person,95100.0
2023,Data Engineering,180000,United States,Senior,In-person,95100.0
2023,Data Engineering,196200,United States,Executive,In-person,95100.0
2023,Data Engineering,150900,United States,Executive,In-person,95100.0
2023,Data Science and Research,168400,United States,Senior,In-person,95100.0
2023,Data Science and Research,105200,United States,Senior,In-person,95100.0
2023,Data Analysis,116000,United States,Mid-level,In-person,95100.0
2023,Data Analysis,72000,United States,Mid-level,In-person,95100.0
2023,Leadership and Management,207000,United States,Senior,In-person,95100.0
2023,Leadership and Management,167000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,145000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,135000,United States,Senior,In-person,95100.0
2023,Data Engineering,105000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,70000,United States,Mid-level,In-person,95100.0
2023,Data Architecture and Modeling,180000,United States,Senior,Remote,95100.0
2023,Data Architecture and Modeling,115000,United States,Senior,Remote,95100.0
2023,Data Engineering,133800,United States,Senior,Remote,95100.0
2023,Data Engineering,96100,United States,Senior,Remote,95100.0
2023,Data Analysis,120000,United States,Mid-level,In-person,95100.0
2023,Data Analysis,80000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,140000,United States,Senior,In-person,95100.0
2023,Data Science and Research,100000,United States,Senior,In-person,95100.0
2023,Data Science and Research,150000,United States,Senior,In-person,95100.0
2023,Data Science and Research,120000,United States,Senior,In-person,95100.0
2023,Cloud and Database,140000,United States,Senior,Remote,95100.0
2023,Cloud and Database,115000,United States,Senior,Remote,95100.0
2023,Data Science and Research,297300,United States,Senior,Remote,95100.0
2023,Data Science and Research,198200,United States,Senior,Remote,95100.0
2023,Data Science and Research,297300,United States,Senior,Remote,95100.0
2023,Data Science and Research,198200,United States,Senior,Remote,95100.0
2023,Data Engineering,202000,United States,Senior,Remote,95100.0
2023,Data Engineering,135000,United States,Senior,Remote,95100.0
2023,Data Science and Research,110000,United States,Senior,Remote,95100.0
2023,Data Science and Research,84000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,219000,United States,Mid-level,Hybrid,95100.0
2023,Data Science and Research,230000,United States,Senior,Remote,95100.0
2023,Data Science and Research,196000,United States,Senior,Remote,95100.0
2023,BI and Visualization,140000,United States,Senior,Remote,95100.0
2023,BI and Visualization,110000,United States,Senior,Remote,95100.0
2023,Data Analysis,150000,United States,Mid-level,In-person,95100.0
2023,Data Analysis,100000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,160000,United States,Senior,In-person,95100.0
2023,Data Engineering,110000,United States,Senior,In-person,95100.0
2023,Data Science and Research,185900,United States,Senior,In-person,95100.0
2023,Data Science and Research,129300,United States,Senior,In-person,95100.0
2023,Data Science and Research,126100,United States,Senior,In-person,95100.0
2023,Data Science and Research,72000,United States,Senior,In-person,95100.0
2023,Data Engineering,170000,United States,Senior,Remote,95100.0
2023,Data Engineering,150000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,175000,United States,Mid-level,Remote,95100.0
2023,Machine Learning and AI,140000,United States,Mid-level,Remote,95100.0
2023,Data Analysis,240500,United States,Senior,In-person,95100.0
2023,Data Analysis,137500,United States,Senior,In-person,95100.0
2023,Data Science and Research,187500,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,165000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,210000,United States,Senior,In-person,95100.0
2023,Data Science and Research,165750,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,225000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,165750,United States,Senior,Remote,95100.0
2023,Data Science and Research,135000,United States,Senior,Remote,95100.0
2023,Data Science and Research,115000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,275000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,175000,United States,Senior,In-person,95100.0
2023,Data Science and Research,170000,United States,Senior,Remote,95100.0
2023,Data Science and Research,140000,United States,Senior,Remote,95100.0
2023,Data Engineering,175308,United States,Senior,In-person,95100.0
2023,Data Engineering,100706,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,235000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,135000,United States,Senior,In-person,95100.0
2023,Data Engineering,310000,United States,Senior,In-person,95100.0
2023,Data Engineering,229000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,289076,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,202353,United States,Senior,In-person,95100.0
2023,Data Science and Research,120000,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,100000,United States,Mid-level,Remote,95100.0
2023,Data Engineering,226700,United States,Senior,In-person,95100.0
2023,Data Engineering,133300,United States,Senior,In-person,95100.0
2023,Data Analysis,125000,United States,Senior,In-person,95100.0
2023,Data Analysis,85000,United States,Senior,In-person,95100.0
2023,Data Analysis,130000,United States,Senior,Remote,95100.0
2023,Data Analysis,80000,United States,Senior,Remote,95100.0
2023,Data Engineering,120000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,100000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,231250,United States,Senior,Remote,95100.0
2023,Data Engineering,138750,United States,Senior,Remote,95100.0
2023,Data Engineering,199000,United States,Senior,In-person,95100.0
2023,Data Engineering,162000,United States,Senior,In-person,95100.0
2023,Data Engineering,160000,United States,Entry-level,In-person,95100.0
2023,Data Engineering,135000,United States,Entry-level,In-person,95100.0
2022,Data Science and Research,100000,United States,Entry-level,Remote,95100.0
2023,Data Science and Research,200000,United States,Senior,In-person,95100.0
2023,Data Science and Research,150000,United States,Senior,In-person,95100.0
2023,Data Science and Research,160000,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,120000,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,250000,United States,Senior,In-person,95100.0
2023,Data Science and Research,200000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,150000,United States,Entry-level,In-person,95100.0
2023,Machine Learning and AI,120000,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,150000,United States,Senior,In-person,95100.0
2023,Data Science and Research,100000,United States,Senior,In-person,95100.0
2023,Data Science and Research,272550,United States,Senior,In-person,95100.0
2023,Data Science and Research,198200,United States,Senior,In-person,95100.0
2023,Data Science and Research,182000,United States,Senior,In-person,95100.0
2023,Data Science and Research,140000,United States,Senior,In-person,95100.0
2023,Data Engineering,200000,United States,Senior,In-person,95100.0
2023,Data Engineering,160000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,204500,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,142200,United States,Senior,In-person,95100.0
2023,Data Science and Research,120000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,105000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,187500,United States,Senior,Remote,95100.0
2023,Data Engineering,175000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,204500,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,142200,United States,Senior,In-person,95100.0
2023,Data Analysis,155000,United States,Senior,Remote,95100.0
2023,Data Analysis,64000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,235000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,185000,United States,Senior,In-person,95100.0
2023,Data Architecture and Modeling,174500,United States,Senior,In-person,95100.0
2023,Data Architecture and Modeling,113000,United States,Senior,In-person,95100.0
2023,Data Science and Research,184000,United States,Senior,Remote,95100.0
2023,Data Science and Research,142000,United States,Senior,Remote,95100.0
2023,Data Science and Research,140000,United States,Senior,In-person,95100.0
2023,Data Science and Research,120000,United States,Senior,In-person,95100.0
2023,Data Architecture and Modeling,174500,United States,Senior,In-person,95100.0
2023,Data Architecture and Modeling,113000,United States,Senior,In-person,95100.0
2023,Data Science and Research,180560,United States,Senior,In-person,95100.0
2023,Data Science and Research,115440,United States,Senior,In-person,95100.0
2023,Data Science and Research,140000,United States,Senior,In-person,95100.0
2023,Data Science and Research,120000,United States,Senior,In-person,95100.0
2023,Data Science and Research,248100,United States,Senior,In-person,95100.0
2023,Data Science and Research,145900,United States,Senior,In-person,95100.0
2023,Data Engineering,291500,United States,Senior,In-person,95100.0
2023,Data Engineering,180000,United States,Senior,In-person,95100.0
2023,Data Engineering,161800,United States,Senior,In-person,95100.0
2023,Data Engineering,141600,United States,Senior,In-person,95100.0
2023,Data Engineering,166000,United States,Senior,Remote,95100.0
2023,Data Engineering,128000,United States,Senior,Remote,95100.0
2023,Data Architecture and Modeling,170000,United States,Senior,Remote,95100.0
2023,Data Architecture and Modeling,110000,United States,Senior,Remote,95100.0
2023,Data Engineering,160000,United States,Senior,Remote,95100.0
2023,Data Engineering,75000,United States,Senior,Remote,95100.0
2023,Data Engineering,236000,United States,Senior,Remote,95100.0
2023,Data Engineering,182000,United States,Senior,Remote,95100.0
2022,Data Science and Research,130000,United States,Entry-level,In-person,95100.0
2023,Data Analysis,150000,United States,Mid-level,In-person,95100.0
2023,Data Analysis,100000,United States,Mid-level,In-person,95100.0
2023,Machine Learning and AI,261500,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,134500,United States,Senior,In-person,95100.0
2023,Data Science and Research,130000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,90000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,160000,United States,Entry-level,In-person,95100.0
2023,Data Engineering,135000,United States,Entry-level,In-person,95100.0
2022,Leadership and Management,125000,United States,Senior,Remote,95100.0
2022,Data Engineering,175000,United States,Senior,In-person,95100.0
2022,Data Engineering,155000,United States,Senior,In-person,95100.0
2022,Data Engineering,153600,United States,Senior,In-person,95100.0
2022,Data Engineering,106800,United States,Senior,In-person,95100.0
2022,Data Science and Research,150000,United States,Senior,In-person,95100.0
2022,Data Science and Research,140000,United States,Senior,In-person,95100.0
2022,Data Science and Research,122000,United States,Senior,In-person,95100.0
2022,Data Science and Research,94500,United States,Senior,In-person,95100.0
2022,Data Engineering,170000,United States,Senior,In-person,95100.0
2022,Data Engineering,130000,United States,Senior,In-person,95100.0
2022,Data Science and Research,145000,United States,Senior,In-person,95100.0
2022,Data Science and Research,128000,United States,Senior,In-person,95100.0
2022,Data Engineering,145000,United States,Senior,In-person,95100.0
2022,Data Engineering,100000,United States,Senior,In-person,95100.0
2022,Data Engineering,175000,United States,Senior,In-person,95100.0
2022,Data Engineering,120000,United States,Senior,In-person,95100.0
2022,Data Engineering,145000,United States,Senior,In-person,95100.0
2022,Data Engineering,115000,United States,Senior,In-person,95100.0
2022,Machine Learning and AI,150000,United States,Senior,Remote,95100.0
2022,Data Analysis,150000,United States,Mid-level,In-person,95100.0
2022,Data Analysis,100000,United States,Mid-level,In-person,95100.0
2022,Data Science and Research,150000,United States,Mid-level,Remote,95100.0
2022,Data Science and Research,127500,United States,Mid-level,Remote,95100.0
2022,Data Science and Research,126500,United States,Senior,Remote,95100.0
2022,Data Science and Research,51000,United States,Senior,Remote,95100.0
2022,Data Engineering,260000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,175000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,250000,United States,Senior,Remote,95100.0
2022,Data Engineering,63000,United States,Senior,Remote,95100.0
2022,Machine Learning and AI,210000,United States,Senior,Remote,95100.0
2022,Machine Learning and AI,160000,United States,Senior,Remote,95100.0
2022,Data Science and Research,272550,United States,Senior,Remote,95100.0
2022,Data Science and Research,198200,United States,Senior,Remote,95100.0
2022,Data Science and Research,220000,United States,Senior,In-person,95100.0
2022,Data Science and Research,146000,United States,Senior,In-person,95100.0
2022,Data Analysis,150000,United States,Mid-level,In-person,95100.0
2022,Data Analysis,100000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,150000,United States,Mid-level,Remote,95100.0
2022,Data Engineering,150000,United States,Mid-level,Remote,95100.0
2022,Data Engineering,120000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,95000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,160000,United States,Entry-level,In-person,95100.0
2022,Data Engineering,135000,United States,Entry-level,In-person,95100.0
2022,Data Engineering,216000,United States,Senior,Remote,95100.0
2022,Data Engineering,144000,United States,Senior,Remote,95100.0
2022,Data Engineering,85000,United States,Entry-level,In-person,95100.0
2022,Data Engineering,65000,United States,Entry-level,In-person,95100.0
2022,Data Analysis,149000,United States,Senior,Remote,95100.0
2022,Data Analysis,119000,United States,Senior,Remote,95100.0
2022,Data Science and Research,140000,United States,Senior,In-person,95100.0
2022,Data Science and Research,120000,United States,Senior,In-person,95100.0
2022,Data Science and Research,150000,United States,Mid-level,In-person,95100.0
2022,Data Science and Research,110000,United States,Mid-level,In-person,95100.0
2022,Machine Learning and AI,246000,United States,Senior,Remote,95100.0
2022,Machine Learning and AI,201000,United States,Senior,Remote,95100.0
2022,Data Science and Research,190000,United States,Senior,In-person,95100.0
2022,Data Science and Research,155000,United States,Senior,In-person,95100.0
2022,Machine Learning and AI,235000,United States,Senior,Remote,95100.0
2022,Machine Learning and AI,185000,United States,Senior,Remote,95100.0
2022,Cloud and Database,190000,United States,Senior,Remote,95100.0
2022,Cloud and Database,160000,United States,Senior,Remote,95100.0
2022,Data Analysis,100000,United States,Entry-level,Remote,95100.0
2022,Data Engineering,130000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,115000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,105000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,70000,United States,Mid-level,In-person,95100.0
2022,Machine Learning and AI,204500,United States,Senior,In-person,95100.0
2022,Machine Learning and AI,142200,United States,Senior,In-person,95100.0
2022,Machine Learning and AI,192000,United States,Senior,Remote,95100.0
2022,Machine Learning and AI,164000,United States,Senior,Remote,95100.0
2022,Data Engineering,185900,United States,Senior,In-person,95100.0
2022,Data Engineering,129300,United States,Senior,In-person,95100.0
2022,Data Engineering,130000,United States,Senior,In-person,95100.0
2022,Data Engineering,75000,United States,Senior,In-person,95100.0
2022,Data Science and Research,175000,United States,Senior,In-person,95100.0
2022,Data Science and Research,120000,United States,Senior,In-person,95100.0
2022,Data Engineering,167500,United States,Senior,In-person,95100.0
2022,Data Engineering,106500,United States,Senior,In-person,95100.0
2022,Data Analysis,75000,United States,Mid-level,Remote,95100.0
2022,Data Analysis,60000,United States,Mid-level,Remote,95100.0
2022,Data Science and Research,184000,United States,Senior,Remote,95100.0
2022,Data Science and Research,142000,United States,Senior,Remote,95100.0
2022,Data Science and Research,145000,United States,Mid-level,In-person,95100.0
2022,Data Science and Research,100000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,175000,United States,Senior,In-person,95100.0
2022,Data Engineering,120000,United States,Senior,In-person,95100.0
2022,Data Engineering,175000,United States,Senior,In-person,95100.0
2022,Data Engineering,120000,United States,Senior,In-person,95100.0
2022,Data Engineering,200000,United States,Executive,In-person,95100.0
2022,Data Engineering,145000,United States,Executive,In-person,95100.0
2022,Data Engineering,145000,United States,Senior,In-person,95100.0
2022,Data Engineering,100000,United States,Senior,In-person,95100.0
2022,Data Science and Research,192000,United States,Senior,Remote,95100.0
2022,Data Science and Research,164000,United States,Senior,Remote,95100.0
2022,Data Engineering,310000,United States,Executive,Remote,95100.0
2022,Data Engineering,239000,United States,Executive,Remote,95100.0
2022,Data Analysis,120000,United States,Senior,In-person,95100.0
2022,Data Analysis,95000,United States,Senior,In-person,95100.0
2022,Machine Learning and AI,145000,United States,Senior,In-person,95100.0
2022,Machine Learning and AI,135000,United States,Senior,In-person,95100.0
2022,Data Engineering,100000,United States,Senior,In-person,95100.0
2022,Data Engineering,78000,United States,Senior,In-person,95100.0
2022,Data Engineering,160000,United States,Mid-level,Remote,95100.0
2022,Data Engineering,120000,United States,Mid-level,Remote,95100.0
2022,Data Science and Research,190000,United States,Senior,In-person,95100.0
2022,Data Science and Research,150000,United States,Senior,In-person,95100.0
2022,Data Engineering,120000,United States,Senior,In-person,95100.0
2022,Data Engineering,95000,United States,Senior,In-person,95100.0
2022,Data Analysis,150000,United States,Mid-level,In-person,95100.0
2022,Data Analysis,100000,United States,Mid-level,In-person,95100.0
2022,Data Analysis,115934,United States,Senior,Remote,95100.0
2022,Data Analysis,81666,United States,Senior,Remote,95100.0
2022,Data Science and Research,175000,United States,Senior,Remote,95100.0
2022,Data Science and Research,140000,United States,Senior,Remote,95100.0
2022,Data Engineering,120000,United States,Senior,In-person,95100.0
2022,Data Engineering,95000,United States,Senior,In-person,95100.0
2022,Data Science and Research,249500,United States,Senior,In-person,95100.0
2022,Data Science and Research,149850,United States,Senior,In-person,95100.0
2022,Leadership and Management,122500,United States,Mid-level,Remote,95100.0
2022,Leadership and Management,100000,United States,Mid-level,Remote,95100.0
2022,Data Science and Research,249500,United States,Senior,In-person,95100.0
2022,Data Science and Research,149850,United States,Senior,In-person,95100.0
2022,Data Analysis,55000,United States,Entry-level,In-person,95100.0
2022,Data Analysis,48000,United States,Entry-level,In-person,95100.0
2022,Data Science and Research,249500,United States,Senior,In-person,95100.0
2022,Data Science and Research,149850,United States,Senior,In-person,95100.0
2022,Data Engineering,190000,United States,Senior,Remote,95100.0
2022,Data Engineering,120000,United States,Senior,Remote,95100.0
2022,Data Analysis,127000,United States,Senior,Remote,95100.0
2022,Data Analysis,104000,United States,Senior,Remote,95100.0
2022,Data Science and Research,210000,United States,Senior,Remote,95100.0
2022,Data Science and Research,150000,United States,Senior,Remote,95100.0
2022,Machine Learning and AI,210000,United States,Senior,Remote,95100.0
2022,Machine Learning and AI,150000,United States,Senior,Remote,95100.0
2022,Data Engineering,210000,United States,Senior,Remote,95100.0
2022,Data Engineering,130000,United States,Senior,Remote,95100.0
2022,Data Science and Research,182750,United States,Senior,Remote,95100.0
2022,Data Science and Research,161500,United States,Senior,Remote,95100.0
2022,Data Analysis,102640,United States,Mid-level,Remote,95100.0
2022,Data Analysis,66100,United States,Mid-level,Remote,95100.0
2022,Data Science and Research,210000,United States,Senior,Remote,95100.0
2022,Data Science and Research,150000,United States,Senior,Remote,95100.0
2022,Data Engineering,198800,United States,Senior,In-person,95100.0
2022,Data Engineering,122600,United States,Senior,In-person,95100.0
2022,Data Engineering,130000,United States,Mid-level,Remote,95100.0
2022,Data Engineering,80000,United States,Mid-level,Remote,95100.0
2022,Data Science and Research,136000,United States,Senior,Remote,95100.0
2022,Data Science and Research,104000,United States,Senior,Remote,95100.0
2022,Data Analysis,150000,United States,Senior,Remote,95100.0
2022,Data Analysis,100000,United States,Senior,Remote,95100.0
2022,Data Engineering,160000,United States,Entry-level,In-person,95100.0
2022,Data Engineering,135000,United States,Entry-level,In-person,95100.0
2022,Data Engineering,216000,United States,Senior,Remote,95100.0
2022,Data Engineering,144000,United States,Senior,Remote,95100.0
2022,Data Science and Research,159000,United States,Executive,Remote,95100.0
2022,Data Science and Research,130000,United States,Executive,Remote,95100.0
2022,Data Analysis,115934,United States,Senior,Remote,95100.0
2022,Data Analysis,81666,United States,Senior,Remote,95100.0
2022,Data Engineering,215000,United States,Senior,Remote,95100.0
2022,Data Engineering,150000,United States,Senior,Remote,95100.0
2022,Machine Learning and AI,246000,United States,Senior,Remote,95100.0
2022,Machine Learning and AI,201000,United States,Senior,Remote,95100.0
2022,Data Engineering,187000,United States,Mid-level,Remote,95100.0
2022,Data Engineering,153000,United States,Mid-level,Remote,95100.0
2022,Data Analysis,169000,United States,Senior,In-person,95100.0
2022,Data Analysis,110600,United States,Senior,In-person,95100.0
2022,BI and Visualization,140000,United States,Senior,Remote,95100.0
2022,BI and Visualization,120000,United States,Senior,Remote,95100.0
2022,Data Analysis,75000,United States,Mid-level,Remote,95100.0
2022,Data Analysis,60000,United States,Mid-level,Remote,95100.0
2022,Data Analysis,50000,United States,Entry-level,Hybrid,95100.0
2022,Machine Learning and AI,134000,United States,Mid-level,Remote,95100.0
2022,Machine Learning and AI,124000,United States,Mid-level,Remote,95100.0
2022,Data Analysis,166700,United States,Senior,In-person,95100.0
2022,Data Analysis,119000,United States,Senior,In-person,95100.0
2022,Data Science and Research,124234,United States,Entry-level,In-person,95100.0
2022,Data Science and Research,74540,United States,Entry-level,In-person,95100.0
2022,Data Analysis,100000,United States,Mid-level,Remote,95100.0
2022,Data Analysis,65000,United States,Mid-level,Remote,95100.0
2022,Data Engineering,220000,United States,Senior,Remote,95100.0
2022,Data Engineering,146000,United States,Senior,Remote,95100.0
2022,Data Management and Strategy,110000,United States,Senior,In-person,95100.0
2022,Data Management and Strategy,70000,United States,Senior,In-person,95100.0
2022,Data Analysis,50000,United States,Entry-level,Hybrid,95100.0
2022,Data Engineering,120000,United States,Senior,In-person,95100.0
2022,Data Engineering,95000,United States,Senior,In-person,95100.0
2022,Data Analysis,150000,United States,Mid-level,In-person,95100.0
2022,Data Analysis,100000,United States,Mid-level,In-person,95100.0
2022,Data Architecture and Modeling,190000,United States,Senior,Remote,95100.0
2022,Data Architecture and Modeling,135000,United States,Senior,Remote,95100.0
2022,Data Science and Research,128000,United States,Senior,In-person,95100.0
2022,Data Science and Research,81500,United States,Senior,In-person,95100.0
2022,Data Science and Research,173000,United States,Senior,Remote,95100.0
2022,Data Science and Research,110000,United States,Senior,Remote,95100.0
2022,Machine Learning and AI,192000,United States,Senior,In-person,95100.0
2022,Machine Learning and AI,120000,United States,Senior,In-person,95100.0
2022,Data Analysis,115934,United States,Senior,Remote,95100.0
2022,Data Analysis,81666,United States,Senior,Remote,95100.0
2022,Data Analysis,120000,United States,Senior,In-person,95100.0
2022,Data Analysis,95000,United States,Senior,In-person,95100.0
2022,Machine Learning and AI,190000,United States,Senior,Remote,95100.0
2022,Data Engineering,194000,United States,Senior,Remote,95100.0
2022,Data Engineering,129400,United States,Senior,Remote,95100.0
2022,Data Analysis,201000,United States,Senior,Remote,95100.0
2022,Data Analysis,89200,United States,Senior,Remote,95100.0
2022,Data Science and Research,165000,United States,Senior,In-person,95100.0
2022,Data Science and Research,125000,United States,Senior,In-person,95100.0
2022,Data Science and Research,230000,United States,Senior,Remote,95100.0
2022,Data Science and Research,196000,United States,Senior,Remote,95100.0
2022,Machine Learning and AI,130000,United States,Mid-level,In-person,95100.0
2022,Machine Learning and AI,90000,United States,Mid-level,In-person,95100.0
2022,Machine Learning and AI,150000,United States,Mid-level,Remote,95100.0
2022,Machine Learning and AI,100000,United States,Mid-level,Remote,95100.0
2022,Machine Learning and AI,230000,United States,Mid-level,In-person,95100.0
2022,Machine Learning and AI,150000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,153600,United States,Senior,In-person,95100.0
2022,Data Engineering,106800,United States,Senior,In-person,95100.0
2022,Machine Learning and AI,130000,United States,Mid-level,Remote,95100.0
2022,Machine Learning and AI,100000,United States,Mid-level,Remote,95100.0
2022,Data Engineering,216000,United States,Senior,Remote,95100.0
2022,Data Engineering,144000,United States,Senior,Remote,95100.0
2022,Data Science and Research,180000,United States,Mid-level,In-person,95100.0
2022,Data Science and Research,120000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,160000,United States,Entry-level,In-person,95100.0
2022,Data Engineering,135000,United States,Entry-level,In-person,95100.0
2022,Data Analysis,192500,United States,Senior,Remote,95100.0
2022,Data Analysis,140000,United States,Senior,Remote,95100.0
2022,Data Engineering,152500,United States,Senior,In-person,95100.0
2022,Data Engineering,130000,United States,Senior,In-person,95100.0
2022,Data Analysis,65000,United States,Senior,Remote,95100.0
2022,Data Analysis,55000,United States,Senior,Remote,95100.0
2022,Data Engineering,178750,United States,Senior,In-person,95100.0
2022,Data Engineering,160000,United States,Senior,In-person,95100.0
2022,Machine Learning and AI,165000,United States,Mid-level,In-person,95100.0
2022,Machine Learning and AI,135000,United States,Mid-level,In-person,95100.0
2022,Leadership and Management,170000,United States,Senior,Remote,95100.0
2022,Leadership and Management,125000,United States,Senior,Remote,95100.0
2022,Data Engineering,105000,United States,Senior,In-person,95100.0
2022,Data Engineering,70000,United States,Senior,In-person,95100.0
